,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
513,6,FALSE,casual drinker,informal,friends,public,single,independent,20,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
514,6,FALSE,casual drinker,informal,friends,public,single,independent,20,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
515,4,FALSE,casual drinker,informal,friends,public,single,independent,20,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
516,6,FALSE,casual drinker,informal,friends,public,single,independent,20,eco-friendly,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
517,0,FALSE,abstemious,no preference,family,public,single,independent,19,retro,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
518,0,FALSE,abstemious,no preference,family,public,single,independent,19,retro,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
519,0,FALSE,abstemious,no preference,family,public,single,independent,19,retro,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
520,5,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
521,6,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
522,5,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
523,3,FALSE,casual drinker,informal,family,public,single,independent,21,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
524,3,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
525,0,FALSE,casual drinker,informal,family,public,single,independent,21,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
526,4,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
527,6,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
528,4,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
529,3,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
530,3,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
531,6,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
532,6,FALSE,abstemious,formal,family,public,married,independent,25,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
533,3,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
534,2,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
535,0,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
536,2,FALSE,casual drinker,informal,solitary,public,single,independent,22,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
537,3,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
538,2,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
539,6,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
540,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
541,4,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
542,6,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
543,0,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
544,5,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
545,4,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
546,2,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
547,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
548,2,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
549,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
550,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
551,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
552,2,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
553,6,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
554,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
555,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
556,3,FALSE,social drinker,formal,solitary,public,single,independent,22,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
557,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,conformist,Catholic,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
558,3,FALSE,abstemious,no preference,friends,public,single,independent,17,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
559,3,FALSE,abstemious,no preference,friends,public,single,independent,17,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
560,6,FALSE,abstemious,no preference,friends,public,single,independent,17,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
561,4,FALSE,abstemious,no preference,friends,public,single,independent,17,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
562,0,FALSE,social drinker,no preference,family,public,married,independent,24,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,closed,none
563,4,FALSE,abstemious,no preference,family,car owner,single,independent,18,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,closed,none
564,6,FALSE,abstemious,no preference,family,car owner,single,independent,18,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
565,6,FALSE,abstemious,no preference,family,car owner,single,independent,18,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
566,6,FALSE,abstemious,no preference,family,car owner,single,independent,18,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
567,6,FALSE,social drinker,no preference,family,public,married,independent,24,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
568,6,FALSE,social drinker,no preference,family,public,married,independent,24,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
569,6,FALSE,social drinker,no preference,family,public,married,independent,24,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
570,5,FALSE,abstemious,no preference,family,car owner,single,independent,68,technology,thrifty-protector,Catholic,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
571,3,FALSE,abstemious,no preference,family,car owner,single,independent,68,technology,thrifty-protector,Catholic,student,high,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,closed,none
572,6,FALSE,abstemious,no preference,family,car owner,single,independent,68,technology,thrifty-protector,Catholic,student,high,Wine-Beer,none,informal,completely,low,familiar,closed,variety
573,3,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
574,4,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
575,3,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
576,2,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
577,4,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
578,6,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
579,5,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
580,5,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
581,6,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
582,4,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
583,6,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
584,6,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
585,4,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
586,3,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
587,5,FALSE,social drinker,formal,family,public,single,independent,19,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
588,6,FALSE,abstemious,no preference,family,car owner,single,independent,68,technology,thrifty-protector,Catholic,student,high,Wine-Beer,none,informal,completely,low,familiar,closed,variety
589,4,FALSE,abstemious,no preference,family,car owner,single,independent,68,technology,thrifty-protector,Catholic,student,high,Wine-Beer,none,informal,completely,low,familiar,closed,variety
590,5,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
591,6,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
592,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
593,6,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
594,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
595,1,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
596,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
597,3,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
598,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
599,4,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
600,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
601,5,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
602,0,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
603,1,TRUE,casual drinker,formal,friends,car owner,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
604,3,FALSE,social drinker,no preference,family,public,single,independent,21,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
605,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
606,2,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
607,1,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
608,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
609,6,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
610,3,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
611,4,TRUE,social drinker,informal,family,public,single,independent,22,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
612,0,FALSE,casual drinker,no preference,friends,public,single,independent,25,variety,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
613,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
614,3,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
615,4,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
616,3,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
617,0,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
618,2,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
619,5,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
620,5,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
621,4,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
622,4,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
623,0,FALSE,casual drinker,no preference,friends,car owner,single,independent,23,eco-friendly,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
624,2,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
625,3,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
626,3,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
627,3,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
628,3,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
629,6,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
630,4,FALSE,abstemious,informal,family,public,single,independent,22,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
631,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
632,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
633,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
634,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
635,3,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
636,3,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
637,4,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
638,3,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
639,1,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
640,2,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
641,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
642,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
643,2,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
644,2,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
645,3,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
646,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
647,0,FALSE,abstemious,formal,family,public,single,independent,22,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
648,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
649,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
650,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
651,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
652,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
653,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
654,0,FALSE,casual drinker,informal,family,public,single,dependent,23,variety,hunter-ostentatious,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
655,3,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
656,6,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
657,5,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
658,1,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
659,4,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
660,6,TRUE,casual drinker,no preference,family,public,single,independent,23,eco-friendly,thrifty-protector,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
661,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
662,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
663,1,FALSE,abstemious,formal,solitary,public,single,dependent,21,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
664,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
665,0,FALSE,abstemious,formal,solitary,public,single,dependent,21,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
666,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
667,0,FALSE,abstemious,formal,solitary,public,single,dependent,21,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
668,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
669,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
670,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
671,4,FALSE,abstemious,formal,solitary,public,single,dependent,21,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
672,0,FALSE,casual drinker,informal,friends,car owner,single,independent,26,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
673,4,FALSE,casual drinker,no preference,family,public,single,independent,32,variety,thrifty-protector,none,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
674,5,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
675,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
676,0,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
677,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
678,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
679,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
